Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek
3,8,3,1,7980.0,27.66,2.01,2.8,0,0.889,12.61,0,2024,9,24,5
2,5,2,0,4380.09,468.84,3.61,5.1,3,0.937,3.27,0,2025,1,27,1
7,1,2,3,12614.46,265.41,3.67,7.7,1,0.578,15.87,1,2024,8,29,4
7,4,0,0,713.05,307.84,2.51,7.1,4,0.911,0.5,1,2025,4,2,6
0,5,1,2,5996.86,241.73,1.89,1.2,3,0.627,5.62,1,2024,9,30,1
6,3,3,2,5391.51,47.74,2.92,5.9,2,0.714,77.03,1,2024,12,3,5
0,6,2,1,780.25,384.28,4.24,9.7,3,0.951,0.5,1,2024,11,5,5
1,3,1,0,2303.34,373.87,3.31,1.6,3,0.727,1.89,0,2025,8,19,5
2,8,2,1,6497.82,156.54,1.77,8.5,4,0.599,16.89,1,2025,8,9,2
0,5,2,3,7646.54,153.81,3.45,7.0,4,0.58,18.54,1,2024,1,12,0
1,6,0,3,6362.2,419.08,2.61,7.7,0,0.736,0.5,0,2024,9,24,5
1,3,1,2,8198.6,37.11,3.15,2.8,1,0.881,10.69,0,2025,10,31,0
7,3,2,0,9129.41,440.67,3.62,2.9,4,0.999,17.73,0,2025,1,3,0
7,5,3,2,643.9,129.07,2.9,9.1,0,0.894,0.78,1,2025,12,10,6
5,0,1,4,7229.38,296.9,3.89,3.6,2,0.939,46.85,1,2024,8,29,4
3,4,2,4,14470.74,468.06,3.58,0.6,3,0.874,9.78,1,2024,3,4,1
5,8,1,3,8025.97,339.38,3.23,6.0,4,0.948,21.38,1,2025,11,14,0
1,0,0,3,10324.36,207.8,1.7,1.2,2,0.538,4.91,1,2024,5,1,6
0,6,3,1,5022.03,345.08,3.96,8.0,0,0.965,9.46,0,2025,4,21,1
5,3,2,2,11722.87,172.65,4.29,6.4,4,0.698,27.48,1,2024,11,10,3
3,5,3,2,11707.36,139.35,1.65,8.7,1,0.961,34.2,1,2024,6,12,6
0,1,0,2,8058.79,498.34,2.81,7.8,1,0.538,0.5,1,2025,2,19,6
1,2,1,3,14652.2,375.64,2.05,1.1,3,0.858,12.66,0,2025,12,3,6
6,5,3,1,2320.48,322.72,3.69,3.8,0,0.868,4.16,0,2025,5,29,4
1,4,2,2,745.74,178.29,3.58,7.7,3,0.998,0.5,0,2025,12,21,3
1,4,0,2,11667.29,25.53,1.66,4.2,3,0.884,0.65,1,2024,11,14,4
1,8,0,1,12203.76,16.5,4.09,9.7,1,0.691,1.96,1,2025,12,7,3
5,2,1,4,2243.0,277.54,1.8,7.4,0,0.779,1.91,0,2024,4,30,5
7,4,0,3,4350.95,381.25,3.83,0.2,0,0.683,0.5,0,2025,10,16,4
0,7,2,3,754.51,269.15,2.71,8.8,2,0.598,5.81,1,2024,10,29,5
3,5,1,3,4752.97,420.55,2.28,1.0,1,0.624,5.57,1,2025,1,11,2
1,5,0,2,11710.56,17.68,1.72,1.4,3,0.611,1.22,1,2025,9,21,3
0,5,3,2,8010.43,184.01,1.75,7.3,2,0.774,120.82,1,2024,8,14,6
2,5,0,2,5547.39,119.3,3.38,8.6,2,0.953,4.07,1,2024,8,12,1
3,0,1,4,5890.22,224.19,3.02,5.4,4,0.956,15.18,1,2024,5,16,4
2,1,2,0,519.63,37.12,1.6,2.9,4,0.527,0.81,1,2025,5,4,3
7,5,0,1,4847.11,477.11,1.57,3.5,4,0.54,0.54,1,2024,6,5,6
7,2,3,4,9873.65,112.4,1.44,3.4,0,0.623,16.54,0,2025,4,10,4
7,2,2,1,14625.82,461.23,3.65,3.3,3,0.628,12.06,1,2025,9,12,0
5,2,0,4,12782.38,213.52,3.55,2.4,2,0.547,6.21,1,2025,1,17,0
2,5,1,2,842.13,492.78,1.39,6.1,4,0.694,2.33,1,2025,3,1,2
2,1,2,4,13529.13,277.48,3.05,9.0,4,0.794,34.99,1,2025,12,19,0
7,6,2,4,11856.38,465.49,1.48,3.1,3,0.789,9.3,0,2025,7,16,6
2,1,0,2,11815.45,3.67,4.18,1.9,0,0.772,1.58,0,2025,4,27,3
0,1,2,0,7140.94,374.37,4.19,8.4,4,0.669,17.37,1,2025,7,4,0
6,4,3,3,6271.08,451.62,3.5,7.4,1,0.853,18.12,1,2025,11,11,5
0,6,2,4,4892.28,70.72,4.26,9.3,3,0.913,5.31,1,2024,8,11,3
2,0,3,0,1452.58,48.97,3.88,1.7,0,0.673,2.76,0,2024,9,10,5
2,3,3,4,3809.41,212.86,3.93,1.4,2,0.543,46.07,1,2025,11,27,4
0,5,3,1,4075.75,466.91,3.08,5.4,3,0.648,8.56,1,2025,9,2,5
2,8,1,2,7519.12,271.65,2.21,6.1,0,0.569,7.09,1,2024,3,24,3
7,7,3,2,11337.94,264.2,1.92,4.8,1,0.734,30.17,1,2025,6,22,3
4,1,0,3,7370.24,71.42,2.28,6.0,2,0.578,3.96,1,2025,4,2,6
4,2,3,4,1338.74,1.39,3.27,1.8,1,0.731,2.51,1,2025,6,24,5
4,7,0,2,14387.95,405.26,1.77,4.8,2,0.611,7.24,1,2025,12,21,3
3,4,1,3,14169.5,44.7,2.05,6.6,4,0.869,38.58,1,2025,1,5,3
6,2,0,0,11885.25,317.29,2.74,4.3,2,0.514,6.21,1,2024,3,20,6
6,3,0,3,14874.25,457.39,1.97,6.8,0,0.777,1.57,1,2025,7,31,4
3,5,2,4,8394.99,105.12,3.14,4.5,2,0.585,48.93,1,2024,4,24,6
6,2,3,4,14460.14,332.97,4.25,3.3,1,0.5,34.34,1,2024,3,4,1
2,1,0,4,1596.27,40.27,3.67,3.0,4,0.935,0.8,0,2025,7,14,1
5,1,0,2,5802.37,302.27,3.4,4.1,4,0.836,0.5,0,2025,6,1,3
7,5,2,2,3768.03,82.8,3.12,0.2,2,0.549,17.38,1,2024,7,26,0
2,6,2,1,3339.58,368.24,2.81,6.7,2,0.832,21.13,1,2025,8,9,2
7,6,3,0,2541.64,151.31,1.82,8.5,1,0.806,7.66,0,2025,7,3,4
1,2,1,0,9525.0,232.23,4.15,3.5,3,0.737,9.56,1,2024,6,2,3
0,5,0,1,11829.17,300.12,2.02,0.5,4,0.71,1.86,1,2024,6,17,1
0,5,0,0,8885.33,86.47,1.5,9.9,0,0.944,1.57,1,2024,12,1,3
3,8,3,4,2630.96,371.08,3.68,2.6,2,0.623,33.12,1,2025,6,16,1
7,3,1,3,12261.29,152.02,1.78,1.3,2,0.699,72.95,1,2025,3,28,0
1,5,1,3,9721.34,331.52,2.43,3.7,2,0.665,64.39,1,2024,4,29,1
7,4,3,1,6128.4,79.98,1.29,7.4,3,0.886,13.34,1,2025,11,27,4
2,0,2,2,10274.89,344.37,1.65,2.9,0,0.958,6.93,0,2024,7,29,1
0,6,1,1,4268.62,64.97,1.77,5.7,1,0.925,6.79,0,2025,8,20,6
0,5,3,0,5505.29,213.25,1.38,4.2,1,0.899,13.6,0,2025,5,15,4
2,7,0,4,13803.54,124.36,3.37,1.2,3,0.993,0.58,0,2024,4,3,6
6,5,1,2,4712.32,374.44,3.96,3.3,4,0.849,11.52,0,2025,6,6,0
1,0,1,1,7314.83,131.76,2.43,7.2,0,0.876,6.69,0,2025,4,1,5
6,4,1,4,13407.05,440.98,4.09,6.1,1,0.991,17.84,1,2024,2,26,1
4,5,2,2,10761.96,446.02,1.9,1.2,1,0.503,9.94,1,2025,4,9,6
2,7,0,2,1401.95,99.02,2.27,1.6,2,0.817,1.35,1,2024,5,15,6
1,3,1,1,2635.89,307.31,1.7,6.4,0,0.869,2.35,0,2025,6,9,1
2,6,3,2,613.7,44.77,3.25,8.1,0,0.959,0.53,0,2025,3,1,2
5,5,3,2,9648.37,196.38,2.59,3.5,3,0.942,18.13,0,2025,4,12,2
3,0,2,3,6991.26,356.95,3.22,6.0,3,0.921,7.58,0,2025,7,31,4
2,0,1,3,2446.99,330.05,3.71,1.7,2,0.973,14.64,1,2024,2,29,4
0,2,3,1,14390.04,312.73,3.0,3.1,1,0.769,34.86,0,2025,7,26,2
4,5,0,1,8180.07,141.99,3.27,0.2,3,0.503,0.5,0,2025,4,18,0
1,0,1,2,4007.45,189.63,4.29,7.7,1,0.506,5.94,1,2025,11,19,6
6,3,1,3,7758.75,52.37,2.19,4.0,1,0.772,10.43,0,2024,11,11,1
4,2,3,4,10354.49,359.79,2.39,8.2,0,0.718,19.92,0,2024,1,23,5
3,2,2,1,1605.47,252.44,3.57,7.1,1,0.726,2.17,1,2025,2,9,3
3,7,2,2,4483.21,354.67,3.22,8.3,3,0.7,3.83,1,2024,9,17,5
7,2,3,3,12201.0,125.22,1.79,2.9,0,0.959,20.38,1,2024,1,4,4
3,0,2,4,7165.14,162.89,2.44,1.9,1,0.68,7.12,0,2024,8,11,3
0,4,2,4,8425.37,167.77,2.74,9.7,3,0.928,8.74,1,2025,8,15,0
4,0,3,3,6775.83,13.85,2.58,7.2,4,0.951,38.21,1,2024,3,15,0
6,1,0,4,1136.55,171.18,1.79,8.3,0,0.75,0.5,1,2024,2,16,0
6,1,1,4,2903.37,401.85,4.25,0.1,3,0.723,2.21,0,2025,3,9,3
2,3,3,1,6960.35,448.75,3.72,3.5,4,0.881,32.92,0,2024,12,18,6
3,1,3,4,3533.19,259.59,2.79,7.4,3,0.854,8.03,1,2025,12,18,4
6,6,2,4,1224.7,228.3,3.44,0.8,3,0.664,0.84,0,2024,3,6,6
1,6,2,3,12732.92,16.38,4.16,5.7,3,0.551,11.92,1,2025,7,8,5
0,5,0,2,14727.29,439.72,1.65,4.3,4,0.632,2.53,1,2024,3,2,2
4,3,3,1,12000.57,7.49,2.03,0.2,0,0.566,16.43,1,2024,3,11,1
2,8,1,4,12879.88,472.43,2.99,2.4,2,0.647,79.99,1,2025,4,28,1
6,2,3,3,4008.67,245.12,3.84,2.8,2,0.631,50.08,1,2024,2,2,0
3,1,2,2,14429.09,171.63,1.32,1.1,3,0.819,10.95,0,2024,10,20,3
3,6,1,0,3355.42,462.18,4.45,6.3,0,0.977,2.14,0,2025,2,22,2
0,7,2,3,14295.73,13.17,2.7,2.4,1,0.843,14.87,1,2024,7,3,6
2,0,3,3,14924.88,291.13,2.39,2.8,3,0.963,28.67,1,2024,5,18,2
4,0,0,2,10819.98,274.92,2.17,9.0,3,0.892,0.52,0,2025,10,18,2
0,5,1,1,14726.58,110.44,1.78,4.7,3,0.864,15.47,1,2025,10,23,4
0,5,0,2,8758.33,215.01,3.81,3.9,1,0.707,0.87,1,2025,3,6,4
3,4,2,1,4263.36,326.48,4.35,7.2,4,0.662,9.86,1,2025,1,18,2
1,8,2,4,6836.44,363.84,2.57,9.1,4,0.923,16.75,1,2025,1,26,3
5,4,1,2,9106.63,1.36,4.34,0.3,0,0.953,6.56,1,2025,4,4,0
7,6,2,0,1559.68,468.49,3.92,4.5,0,0.726,0.74,0,2025,1,21,5
5,7,0,4,9523.98,83.1,2.79,6.1,2,0.505,5.73,1,2025,1,19,3
1,0,2,0,14727.08,117.56,3.42,3.2,0,0.896,10.17,0,2024,3,23,2
4,8,2,3,3256.56,132.47,2.64,7.7,4,0.643,7.71,1,2025,11,30,3
1,2,1,2,11992.63,19.87,3.04,9.7,4,0.505,38.02,1,2025,11,8,2
3,4,2,4,13664.53,62.4,1.39,9.4,4,0.902,36.2,1,2025,7,6,3
0,6,1,0,14183.67,493.19,3.5,2.7,3,0.759,11.56,0,2024,5,16,4
7,1,3,3,14421.97,158.29,1.37,2.3,4,0.843,66.65,1,2025,10,31,0
4,7,1,1,8061.16,58.54,3.9,9.6,2,0.957,65.53,1,2024,12,22,3
2,5,1,3,14670.96,54.39,3.92,4.6,4,0.771,37.17,0,2024,5,1,6
1,8,1,4,11481.0,360.01,1.98,2.1,3,0.752,10.49,0,2024,7,1,1
5,0,1,4,2844.24,427.43,2.27,7.1,0,0.645,2.85,0,2025,7,4,0
4,5,3,3,7415.05,129.22,2.79,2.8,3,0.653,14.25,0,2025,2,6,4
5,5,3,1,10915.8,11.43,3.17,2.7,4,0.898,52.1,1,2025,6,25,6
3,1,3,3,4086.43,112.32,2.15,8.8,3,0.725,10.12,1,2024,5,10,0
0,2,0,0,9788.92,29.2,3.16,1.6,4,0.582,1.94,1,2024,8,16,0
0,4,0,0,10165.71,52.59,2.18,0.6,0,0.547,0.65,0,2024,1,4,4
2,6,3,4,2859.15,216.32,1.38,2.7,2,0.736,36.69,1,2024,1,24,6
6,1,2,1,8693.74,115.73,1.21,6.1,4,0.732,20.08,1,2024,11,1,0
4,5,1,1,11688.59,258.46,1.53,1.2,1,0.827,12.78,0,2025,4,19,2
0,2,0,0,7733.99,127.49,3.81,4.7,1,0.736,0.5,1,2025,11,20,4
3,6,2,0,675.5,470.33,4.37,6.3,4,0.572,2.11,1,2025,7,11,0
3,5,3,4,631.06,453.07,2.61,8.5,0,0.754,1.21,0,2025,3,10,1
5,7,1,4,5676.93,283.84,2.89,2.3,0,0.953,5.86,0,2025,6,28,2
3,8,3,2,13929.81,177.86,1.68,8.2,2,0.58,217.83,1,2025,1,23,4
4,5,3,2,3815.81,191.19,3.02,2.3,1,0.845,8.93,0,2024,8,23,0
0,1,2,1,9698.27,206.51,1.68,6.8,0,0.797,8.0,1,2024,9,10,5
4,1,3,2,3720.1,364.06,3.22,4.3,4,0.874,18.29,1,2025,4,16,6
6,4,2,4,5164.21,226.37,4.28,1.1,1,0.575,5.05,1,2024,12,20,0
5,1,3,3,12796.61,428.51,1.85,7.1,4,0.971,72.38,1,2024,6,7,0
4,5,0,1,11068.49,472.1,3.72,2.2,0,0.81,0.5,1,2024,10,9,6
7,6,2,4,1883.29,168.64,1.28,1.8,2,0.924,10.35,1,2024,7,12,0
4,1,0,0,6716.18,280.79,2.44,3.6,2,0.623,2.85,1,2024,4,25,4
3,7,2,4,922.96,48.43,1.57,6.5,4,0.87,2.32,1,2024,2,2,0
1,2,1,2,7472.91,101.03,2.36,2.3,0,0.891,6.52,0,2025,11,7,0
1,6,0,3,10105.29,207.32,1.77,1.8,4,0.699,1.37,1,2025,3,5,6
0,4,2,1,2218.29,103.9,2.43,0.1,1,0.692,1.84,1,2025,9,21,3
0,1,0,0,4688.83,438.4,2.58,4.7,4,0.829,2.08,1,2024,1,17,6
7,7,3,0,6268.63,79.98,2.19,4.3,3,0.547,12.92,0,2024,9,3,5
4,8,1,4,13833.2,228.37,3.37,2.3,2,0.868,85.58,1,2024,7,30,5
5,8,1,4,14902.2,303.24,4.23,0.5,2,0.521,85.41,1,2024,3,9,2
3,0,1,3,1151.21,346.24,2.52,4.3,2,0.595,7.48,1,2024,4,13,2
5,1,3,0,11534.61,192.15,1.83,7.9,0,0.832,21.55,0,2025,8,31,3
7,0,2,3,5890.0,434.68,2.09,7.2,3,0.549,6.4,1,2024,2,4,3
3,7,2,4,6190.64,284.59,4.02,8.6,1,0.986,7.35,1,2025,4,2,6
3,0,3,4,11436.84,220.31,3.09,0.1,0,0.934,17.19,0,2025,9,4,4
5,3,3,0,13817.18,34.55,2.7,9.7,4,0.813,85.15,1,2025,11,19,6
7,7,3,3,14288.46,232.88,1.69,3.4,4,0.91,70.76,0,2025,12,21,3
1,8,1,1,8868.28,410.55,2.68,9.9,3,0.944,10.37,1,2024,2,19,1
7,1,0,3,5678.26,307.66,2.12,2.5,4,0.63,1.51,1,2024,9,7,2
7,1,1,1,11919.46,416.25,4.31,4.7,4,0.925,30.94,1,2024,2,15,4
6,8,1,2,4139.52,247.51,4.12,3.5,0,0.597,3.8,0,2025,2,15,2
2,3,0,4,8679.07,60.11,1.48,3.6,2,0.707,4.74,1,2025,3,25,5
3,0,3,1,5699.39,7.81,2.9,8.4,0,0.779,11.0,1,2024,8,27,5
6,8,1,2,10021.15,152.31,1.94,7.5,2,0.857,75.8,1,2025,7,6,3
0,2,2,2,3985.78,349.3,2.56,9.9,3,0.515,4.23,1,2024,8,10,2
2,0,2,4,3278.1,395.34,4.09,6.1,1,0.645,3.94,0,2024,2,27,5
6,1,1,1,13814.47,148.58,2.94,4.6,0,0.804,11.58,0,2024,5,23,4
0,5,2,2,1976.15,248.33,2.3,0.9,0,0.679,1.37,0,2025,5,30,0
5,7,2,2,7836.39,211.14,1.89,10.0,0,0.888,7.15,0,2024,10,23,6
4,7,2,0,3702.37,205.85,3.84,5.5,3,0.826,2.92,1,2024,8,27,5
6,6,2,3,1064.48,116.44,3.26,7.0,4,0.617,2.76,1,2025,8,12,5
6,3,3,1,1022.27,69.05,2.74,4.1,1,0.573,2.43,0,2024,11,22,0
3,7,1,0,3040.72,99.15,1.92,5.5,4,0.815,7.72,1,2025,8,14,4
1,6,2,4,13068.17,28.61,2.3,9.4,2,0.725,91.95,1,2025,9,4,4
6,2,1,4,4595.94,99.87,4.37,1.7,4,0.584,9.98,1,2025,11,19,6
4,0,0,1,14281.66,5.59,2.92,2.9,3,0.663,0.79,0,2024,11,24,3
6,2,3,1,8933.52,314.0,2.52,1.5,2,0.652,106.84,1,2024,8,30,0
2,6,1,2,6830.91,158.87,2.92,7.9,2,0.554,53.67,1,2024,11,5,5
2,4,1,0,8911.29,486.6,3.77,0.6,3,0.773,7.75,0,2024,5,26,3
0,1,2,4,7992.13,97.66,2.32,0.8,0,0.882,5.22,0,2025,11,7,0
4,5,1,3,11502.26,173.57,1.79,3.0,3,0.788,10.87,0,2025,6,17,5
0,3,2,4,4596.19,179.56,3.13,5.1,3,0.913,4.09,0,2024,8,14,6
4,7,2,1,5619.23,5.22,3.4,4.1,1,0.564,6.01,0,2025,2,27,4
5,2,1,0,13464.37,419.76,3.55,0.4,1,0.718,14.49,0,2024,11,3,3
6,5,3,1,14223.62,16.97,4.11,9.6,1,0.805,43.67,0,2024,10,8,5
5,1,2,3,13442.09,470.15,2.42,9.5,1,0.838,18.39,1,2024,3,3,3
4,1,1,2,6582.0,446.15,1.45,2.8,2,0.848,41.49,1,2025,7,24,4
3,4,1,1,11815.3,268.23,4.36,7.3,1,0.864,15.96,1,2025,8,28,4
1,3,0,1,7406.87,272.25,2.64,5.8,2,0.826,5.35,1,2024,6,28,0
0,2,0,2,7714.33,327.24,3.26,2.4,3,0.547,0.5,1,2025,10,3,0
3,5,3,1,3467.86,194.14,3.4,2.6,3,0.848,7.19,1,2025,11,26,6
7,1,2,4,9071.39,323.96,3.0,4.9,2,0.862,54.51,1,2025,3,13,4
1,2,0,3,3198.97,23.34,1.88,4.2,4,0.997,1.08,1,2025,7,23,6
2,1,0,2,5307.69,27.97,3.69,2.9,3,0.847,0.5,0,2025,5,22,4
6,3,1,0,12897.94,229.16,3.85,8.1,3,0.843,15.23,0,2024,2,18,3
2,3,1,1,3502.6,275.26,3.02,4.8,2,0.757,23.51,1,2024,12,18,6
0,8,2,2,1531.8,444.02,2.81,6.5,1,0.934,2.81,0,2025,10,20,1
1,6,2,1,1500.61,53.23,1.58,1.9,0,0.998,0.55,0,2025,11,18,5
4,6,0,3,14141.38,411.5,1.48,5.3,2,0.89,7.34,1,2025,1,25,2
3,5,0,1,7850.35,105.81,2.32,3.2,4,0.806,1.47,1,2025,6,21,2
5,8,2,4,6436.48,197.65,2.23,5.3,0,0.539,4.79,1,2024,11,22,0
2,4,1,4,12257.74,158.98,4.35,7.8,0,0.863,11.51,0,2025,12,14,3
1,2,1,1,12619.48,200.68,3.79,7.7,2,0.854,97.76,1,2025,3,2,3
2,5,3,4,5316.77,76.1,3.38,3.5,3,0.888,10.91,1,2025,2,22,2
3,5,3,1,10557.46,252.28,2.91,6.9,2,0.562,158.19,1,2024,6,1,2
7,3,2,2,11681.28,401.02,1.75,9.4,0,0.827,10.03,1,2024,11,3,3
7,6,1,3,9992.43,221.33,4.43,6.3,2,0.648,73.41,1,2025,1,20,1
7,3,1,2,2698.13,245.82,2.44,1.5,3,0.88,2.18,0,2024,7,7,3
4,1,0,3,13200.3,424.54,1.55,6.8,4,0.62,3.55,1,2025,7,4,0
3,1,3,4,8316.87,353.32,2.83,1.0,3,0.842,14.64,0,2025,4,29,5
0,3,3,3,4595.85,245.74,4.08,8.7,4,0.647,28.11,1,2024,9,3,5
3,6,2,4,6665.81,129.59,4.13,5.2,3,0.504,5.93,1,2024,8,18,3
2,6,0,2,1044.78,442.58,1.24,3.9,4,0.817,0.5,1,2024,11,3,3
6,6,0,4,2354.07,288.93,4.12,0.6,0,0.557,0.74,0,2025,12,25,4
4,3,3,3,11600.43,111.35,2.1,3.8,1,0.83,29.87,0,2024,5,27,1
1,0,0,0,500.17,135.29,1.33,9.0,1,0.963,0.84,0,2025,4,19,2
0,3,0,0,6540.2,401.76,4.0,0.2,3,0.985,0.85,0,2024,2,29,4
7,4,1,4,8076.4,23.03,4.05,4.7,2,0.618,55.81,1,2025,7,29,5
0,8,0,0,1292.2,496.05,3.17,9.3,3,0.905,0.5,1,2025,2,26,6
3,4,2,1,14609.63,66.05,3.1,3.9,4,0.677,31.39,1,2025,3,2,3
3,5,2,1,3778.82,398.24,3.88,4.3,1,0.95,3.64,0,2025,7,24,4
6,6,2,2,4910.88,197.99,3.79,5.8,3,0.894,4.71,0,2025,6,26,4
4,8,2,3,4907.17,246.62,4.14,4.6,3,0.537,4.54,1,2024,5,17,0
3,5,1,4,3841.04,440.44,3.02,1.7,4,0.704,7.7,0,2025,2,1,2
4,2,2,4,521.37,207.04,4.39,0.2,2,0.669,2.53,1,2024,9,5,4
5,0,0,4,11075.5,269.21,4.49,6.1,2,0.893,6.23,1,2024,9,18,6
1,5,1,0,14519.26,25.6,1.58,9.2,2,0.705,117.76,1,2024,7,27,2
2,6,3,4,3752.26,2.17,4.0,1.1,3,0.842,6.77,0,2024,12,4,6
0,2,2,3,10114.18,123.16,2.85,2.1,3,0.801,7.32,1,2025,10,24,0
7,6,3,2,11257.5,340.61,2.48,3.7,4,0.988,55.2,1,2024,3,21,4
3,2,3,0,12802.17,61.51,3.22,8.1,3,0.969,30.48,1,2025,4,5,2
6,2,3,1,6628.12,57.77,1.38,2.7,1,0.714,15.67,0,2025,1,14,5
1,0,0,1,4892.5,206.07,2.87,8.8,4,0.862,1.27,1,2024,4,4,4
1,5,1,2,5216.78,324.27,4.07,0.5,0,0.915,3.45,0,2025,7,2,6
0,6,3,4,10833.01,356.32,1.9,9.4,2,0.949,177.01,1,2024,7,14,3
2,1,3,1,12343.3,90.05,2.61,5.6,1,0.534,31.77,0,2024,2,22,4
0,6,1,2,3133.4,40.71,4.3,6.6,1,0.651,4.76,0,2024,10,1,5
6,1,1,4,5878.64,470.26,2.61,3.7,2,0.66,39.57,1,2025,1,21,5
5,0,2,1,13578.13,131.07,2.38,7.8,4,0.717,33.19,1,2025,11,20,4
3,8,3,4,12197.06,426.82,2.65,1.7,0,0.585,17.88,0,2025,9,11,4
6,5,3,2,14780.45,431.88,2.91,0.5,2,0.748,168.46,1,2025,9,9,5
2,5,3,1,11436.6,386.49,3.29,4.0,1,0.832,29.28,0,2024,2,10,2
0,4,3,3,6201.33,85.25,3.84,8.5,4,0.749,36.87,1,2024,3,15,0
2,3,2,2,9064.25,411.08,2.69,7.5,4,0.833,21.68,1,2024,7,11,4
1,4,2,2,10084.71,384.86,3.9,5.2,3,0.533,8.96,1,2025,8,24,3
7,4,2,2,1637.61,298.76,2.96,5.7,4,0.938,3.25,1,2025,11,18,5
7,6,2,3,8395.21,169.26,2.32,1.3,3,0.97,6.05,0,2025,7,26,2
5,3,0,1,10785.15,131.99,3.37,8.4,2,0.809,6.23,1,2024,8,10,2
1,7,0,4,2926.16,61.82,3.57,7.9,3,0.941,0.5,0,2025,5,5,1
5,4,3,1,11819.16,255.37,3.04,6.6,1,0.566,32.32,1,2024,8,1,4
7,2,0,4,8964.71,293.05,1.39,4.7,2,0.899,4.64,1,2024,12,6,0
0,1,1,3,14307.22,180.31,1.76,9.6,3,0.56,17.78,0,2024,11,6,6
4,1,2,1,1115.12,238.2,2.14,8.8,2,0.704,6.93,1,2024,1,16,5
3,8,3,3,4347.23,182.39,2.13,6.4,4,0.662,24.15,1,2024,8,4,3
2,4,1,4,9222.53,320.86,3.42,3.7,4,0.793,22.59,0,2024,7,13,2
6,4,2,1,4800.12,450.73,1.26,6.2,0,0.651,4.1,1,2024,4,30,5
6,2,0,2,10859.15,82.8,3.69,5.8,1,0.819,1.48,1,2025,5,5,1
5,8,2,1,11505.58,191.32,2.08,3.9,4,0.684,24.32,1,2024,9,5,4
4,0,1,3,1986.48,71.29,2.22,3.1,3,0.93,2.22,0,2025,12,13,2
5,7,0,2,7950.89,312.85,2.94,4.1,4,0.817,1.08,0,2025,9,10,6
0,2,2,3,7878.91,364.71,1.91,5.7,0,0.608,6.7,0,2025,12,21,3
2,7,3,0,5854.57,466.02,4.12,4.3,2,0.668,78.58,1,2024,7,28,3
1,3,0,0,14027.41,140.16,1.48,2.6,4,0.924,2.66,1,2025,2,10,1
1,7,3,0,12498.84,475.16,2.67,7.6,3,0.693,28.66,1,2024,9,2,1
5,8,0,3,10609.54,32.57,4.0,5.3,2,0.768,5.09,1,2025,7,19,2
3,1,3,0,10857.74,301.9,3.23,0.7,2,0.824,125.17,1,2024,11,25,1
5,4,0,4,7194.88,29.51,2.16,3.7,2,0.674,3.24,1,2024,10,16,6
2,4,1,2,13854.42,446.99,2.59,8.8,4,0.647,40.78,1,2025,1,24,0
3,5,0,3,10571.63,265.37,3.53,7.6,2,0.738,4.63,1,2025,4,22,5
4,6,2,0,11070.23,335.0,4.41,3.2,4,0.607,22.53,1,2025,6,30,1
6,4,1,0,12994.52,415.96,4.15,9.4,1,0.642,20.57,1,2025,10,26,3
0,4,0,4,4474.04,76.01,2.33,0.8,0,0.531,0.87,0,2025,1,2,4
2,1,2,2,12202.53,20.26,4.49,9.6,3,0.652,12.55,0,2024,11,11,1
5,5,1,1,3330.99,439.56,1.21,2.5,2,0.66,20.59,1,2024,9,24,5
0,8,2,1,5507.46,158.15,1.29,0.1,1,0.981,4.71,0,2025,1,3,0
0,3,3,3,5366.35,65.36,3.92,4.3,2,0.795,71.89,1,2025,6,9,1
4,3,2,1,14688.62,234.76,1.86,3.6,1,0.894,14.99,0,2025,5,24,2
7,7,1,0,12919.79,299.55,1.4,5.4,4,0.523,34.66,1,2025,4,22,5
7,4,0,3,10666.96,16.45,1.98,8.0,4,0.553,2.58,1,2024,4,10,6
4,7,1,0,11042.32,138.17,2.61,8.4,3,0.907,13.21,0,2025,4,25,0
6,6,1,3,8650.06,17.37,3.61,4.0,4,0.812,20.97,0,2024,11,23,2
1,3,0,0,14232.81,210.75,3.26,4.3,2,0.595,7.26,1,2024,7,27,2
4,8,1,3,7695.75,447.65,1.98,1.5,0,0.702,4.59,0,2025,1,14,5
3,4,0,2,6017.51,491.34,2.86,0.5,1,0.769,0.9,0,2024,11,16,2
5,4,3,4,2864.01,318.89,4.26,6.4,1,0.922,8.01,0,2025,2,27,4
7,4,0,1,11899.98,81.66,3.89,0.6,4,0.53,1.25,1,2024,2,16,0
0,1,1,4,11149.44,453.02,2.27,7.3,0,0.798,11.39,0,2025,7,30,6
0,1,1,1,6073.15,258.61,4.44,5.4,4,0.859,15.16,1,2024,8,14,6
3,7,1,3,865.3,77.72,3.54,2.0,1,0.989,1.26,0,2024,5,29,6
5,8,1,3,12665.46,460.94,1.41,5.4,0,0.904,11.45,0,2024,1,17,6
6,2,3,2,665.56,378.98,1.32,1.8,2,0.638,7.45,1,2024,9,24,5
2,7,3,0,10703.65,366.12,1.76,4.4,2,0.855,145.0,1,2025,7,20,3
5,4,2,3,14568.73,354.88,3.6,8.0,3,0.882,13.75,1,2025,8,21,4
